CASE_YR,VEH_TYP,AGE,SEX
2014,Bike,99,M
2009,Bike,97,M
2012,Bike,94,M
2011,Bike,93,M
2012,Bike,93,M
2013,Bike,89,M
2013,Bike,89,M
2006,Bike,88,M
2012,Bike,88,M
2014,Bike,88,M
2014,Bike,88,M
2011,Bike,88,M
2010,Bike,87,M
2014,Bike,87,M
2011,Bike,87,M
2013,Bike,87,M
2009,Bike,87,M
2012,Bike,87,M
2006,Bike,87,M
2010,Bike,86,M
2009,Bike,86,M
2007,Bike,86,M
2014,Bike,86,M
2008,Bike,86,F
2012,Bike,86,M
2007,Bike,85,M
2006,Bike,85,M
2012,Bike,85,M
2010,Bike,85,M
2013,Bike,85,M
2013,Bike,85,M
2010,Bike,84,F
2012,Bike,84,F
2006,Bike,83,M
2009,Bike,83,M
2012,Bike,83,M
2014,Bike,83,M
2010,Bike,83,M
2006,Bike,83,M
2013,Bike,83,M
2013,Bike,83,M
2009,Bike,83,M
2009,Bike,83,F
2011,Bike,82,M
2010,Bike,82,M
2010,Bike,82,M
2014,Bike,82,M
2014,Bike,82,M
2014,Bike,82,M
2011,Bike,81,M
2013,Bike,81,M
2010,Bike,81,M
2007,Bike,81,M
2007,Bike,81,M
2012,Bike,81,M
2010,Bike,81,M
2007,Bike,81,M
2007,Bike,81,M
2012,Bike,81,M
2008,Bike,81,M
2012,Bike,80,M
2010,Bike,80,M
2010,Bike,80,M
2010,Bike,80,M
2014,Bike,80,M
2009,Bike,80,M
2013,Bike,80,M
2008,Bike,80,M
2011,Bike,80,F
2007,Bike,80,M
2011,Bike,80,M
2010,Bike,79,M
2009,Bike,79,M
2010,Bike,79,M
2007,Bike,79,M
2006,Bike,79,M
2014,Bike,79,M
2014,Bike,79,M
2014,Bike,79,F
2013,Bike,79,M
2013,Bike,79,M
2011,Bike,79,M
2011,Bike,79,M
2013,Bike,79,M
2012,Bike,79,M
2006,Bike,79,M
2012,Bike,79,M
2012,Bike,79,M
2008,Bike,79,M
2009,Bike,78,F
2011,Bike,78,M
2012,Bike,78,M
2007,Bike,78,M
2006,Bike,78,M
2014,Bike,78,M
2014,Bike,78,M
2014,Bike,78,M
2014,Bike,78,M
2014,Bike,78,M
2007,Bike,78,M
2013,Bike,78,F
2006,Bike,78,M
2013,Bike,78,M
2008,Bike,78,M
2006,Bike,78,M
2011,Bike,78,M
2013,Bike,78,M
2009,Bike,78,M
2008,Bike,78,M
2012,Bike,78,M
2008,Bike,78,M
2012,Bike,78,M
2012,Bike,77,M
2009,Bike,77,M
2012,Bike,77,M
2013,Bike,77,M
2007,Bike,77,M
2009,Bike,77,M
2006,Bike,77,M
2009,Bike,77,M
2009,Bike,77,M
2012,Bike,77,M
2014,Bike,77,M
2014,Bike,77,M
2014,Bike,77,M
2014,Bike,77,M
2008,Bike,77,M
2013,Bike,77,M
2008,Bike,77,M
2011,Bike,77,M
2007,Bike,77,M
2008,Bike,77,M
2012,Bike,77,F
2013,Bike,77,F
2012,Bike,77,F
2012,Bike,77,M
2010,Bike,77,M
2013,Bike,77,M
2012,Bike,77,M
2010,Bike,77,M
2006,Bike,77,M
2006,Bike,76,M
2006,Bike,76,M
2007,Bike,76,M
2010,Bike,76,M
2009,Bike,76,M
2006,Bike,76,M
2007,Bike,76,M
2007,Bike,76,M
2010,Bike,76,M
2012,Bike,76,M
2012,Bike,76,M
2012,Bike,76,F
2009,Bike,76,M
2014,Bike,76,F
2014,Bike,76,M
2014,Bike,76,M
2014,Bike,76,M
2014,Bike,76,M
2014,Bike,76,M
2014,Bike,76,M
2010,Bike,76,M
2011,Bike,76,M
2011,Bike,76,M
2012,Bike,76,M
2009,Bike,76,M
2006,Bike,76,M
2013,Bike,76,M
2009,Bike,76,M
2012,Bike,76,M
2012,Bike,76,M
2011,Bike,76,M
2009,Bike,76,M
2011,Bike,75,M
2012,Bike,75,M
2011,Bike,75,M
2009,Bike,75,M
2010,Bike,75,M
2009,Bike,75,M
2013,Bike,75,M
2011,Bike,75,M
2011,Bike,75,F
2014,Bike,75,M
2014,Bike,75,M
2007,Bike,75,M
2008,Bike,75,F
2008,Bike,75,M
2006,Bike,75,M
2011,Bike,75,M
2008,Bike,75,M
2009,Bike,75,M
2006,Bike,75,M
2010,Bike,75,M
2012,Bike,75,M
2009,Bike,75,M
2010,Bike,75,M
2009,Bike,75,M
2008,Bike,75,M
2007,Bike,75,M
2008,Bike,75,M
2007,Bike,74,M
2006,Bike,74,M
2013,Bike,74,M
2007,Bike,74,M
2007,Bike,74,M
2012,Bike,74,M
2010,Bike,74,M
2009,Bike,74,M
2010,Bike,74,M
2014,Bike,74,M
2014,Bike,74,M
2014,Bike,74,M
2014,Bike,74,M
2014,Bike,74,M
2014,Bike,74,F
2014,Bike,74,F
2007,Bike,74,M
2008,Bike,74,M
2011,Bike,74,M
2013,Bike,74,F
2013,Bike,74,M
2013,Bike,74,M
2013,Bike,74,M
2011,Bike,74,M
2006,Bike,74,M
2008,Bike,74,M
2007,Bike,74,M
2011,Bike,74,M
2012,Bike,74,M
2011,Bike,74,M
2011,Bike,74,M
2012,Bike,74,M
2012,Bike,74,M
2008,Bike,74,M
2009,Bike,74,M
2010,Bike,74,M
2010,Bike,74,F
2007,Bike,74,M
2008,Bike,74,M
2012,Bike,74,M
2013,Bike,73,M
2010,Bike,73,M
2010,Bike,73,M
2009,Bike,73,F
2008,Bike,73,M
2008,Bike,73,M
2012,Bike,73,M
2011,Bike,73,M
2008,Bike,73,M
2007,Bike,73,M
2014,Bike,73,M
2014,Bike,73,M
2014,Bike,73,M
2014,Bike,73,M
2014,Bike,73,M
2010,Bike,73,M
2013,Bike,73,M
2011,Bike,73,F
2006,Bike,73,M
2012,Bike,73,M
2013,Bike,73,M
2012,Bike,73,M
2010,Bike,73,M
2006,Bike,73,M
2010,Bike,73,M
2008,Bike,73,M
2012,Bike,73,M
2011,Bike,73,M
2012,Bike,72,M
2006,Bike,72,M
2009,Bike,72,M
2010,Bike,72,M
2010,Bike,72,M
2010,Bike,72,M
2009,Bike,72,M
2011,Bike,72,M
2012,Bike,72,M
2010,Bike,72,M
2010,Bike,72,M
2007,Bike,72,M
2007,Bike,72,M
2010,Bike,72,M
2013,Bike,72,M
2014,Bike,72,M
2014,Bike,72,F
2014,Bike,72,F
2014,Bike,72,M
2014,Bike,72,M
2014,Bike,72,M
2014,Bike,72,M
2007,Bike,72,M
2007,Bike,72,M
2013,Bike,72,M
2007,Bike,72,M
2011,Bike,72,M
2008,Bike,72,M
2006,Bike,72,M
2013,Bike,72,M
2009,Bike,72,M
2013,Bike,72,M
2012,Bike,72,M
2012,Bike,72,M
2010,Bike,72,F
2006,Bike,72,M
2006,Bike,72,M
2008,Bike,72,F
2012,Bike,72,M
2012,Bike,72,M
2010,Bike,72,M
2009,Bike,71,M
2007,Bike,71,M
2007,Bike,71,M
2012,Bike,71,M
2007,Bike,71,M
2008,Bike,71,M
2012,Bike,71,F
2014,Bike,71,M
2014,Bike,71,M
2014,Bike,71,M
2014,Bike,71,M
2014,Bike,71,M
2014,Bike,71,M
2014,Bike,71,M
2014,Bike,71,M
2011,Bike,71,M
2011,Bike,71,M
2009,Bike,71,M
2008,Bike,71,M
2010,Bike,71,M
2013,Bike,71,M
2012,Bike,71,M
2008,Bike,71,M
2009,Bike,71,M
2009,Bike,71,M
2007,Bike,71,M
2011,Bike,71,M
2009,Bike,71,M
2007,Bike,71,M
2009,Bike,71,M
2013,Bike,71,M
2009,Bike,71,M
2012,Bike,71,M
2010,Bike,71,M
2009,Bike,71,M
2007,Bike,71,M
2011,Bike,71,M
2009,Bike,70,F
2013,Bike,70,M
2012,Bike,70,M
2009,Bike,70,M
2007,Bike,70,M
2010,Bike,70,M
2012,Bike,70,M
2008,Bike,70,M
2012,Bike,70,M
2008,Bike,70,F
2009,Bike,70,M
2009,Bike,70,M
2012,Bike,70,M
2008,Bike,70,M
2013,Bike,70,M
2014,Bike,70,M
2014,Bike,70,M
2014,Bike,70,M
2007,Bike,70,M
2007,Bike,70,F
2013,Bike,70,M
2010,Bike,70,F
2006,Bike,70,M
2006,Bike,70,M
2012,Bike,70,M
2013,Bike,70,F
2013,Bike,70,M
2007,Bike,70,M
2013,Bike,70,M
2008,Bike,70,M
2011,Bike,70,M
2009,Bike,70,M
2007,Bike,70,M
2013,Bike,70,M
2007,Bike,70,M
2008,Bike,70,M
2013,Bike,70,M
2010,Bike,70,M
2011,Bike,69,M
2009,Bike,69,M
2012,Bike,69,M
2012,Bike,69,F
2013,Bike,69,M
2009,Bike,69,M
2012,Bike,69,F
2012,Bike,69,M
2008,Bike,69,M
2010,Bike,69,M
2007,Bike,69,M
2008,Bike,69,M
2011,Bike,69,F
2008,Bike,69,M
2008,Bike,69,F
2009,Bike,69,M
2013,Bike,69,M
2007,Bike,69,M
2013,Bike,69,M
2014,Bike,69,M
2014,Bike,69,M
2014,Bike,69,M
2010,Bike,69,M
2011,Bike,69,M
2012,Bike,69,M
2007,Bike,69,M
2010,Bike,69,M
2013,Bike,69,M
2011,Bike,69,M
2010,Bike,69,M
2013,Bike,69,M
2013,Bike,69,M
2012,Bike,69,M
2010,Bike,69,M
2009,Bike,69,M
2008,Bike,69,M
2012,Bike,69,M
2011,Bike,69,M
2012,Bike,69,M
2006,Bike,69,M
2006,Bike,69,M
2011,Bike,69,M
2006,Bike,69,M
2011,Bike,69,M
2012,Bike,69,M
2010,Bike,69,M
2011,Bike,68,M
2012,Bike,68,M
2013,Bike,68,M
2013,Bike,68,M
2012,Bike,68,M
2011,Bike,68,M
2008,Bike,68,M
2013,Bike,68,M
2010,Bike,68,M
2011,Bike,68,M
2010,Bike,68,M
2012,Bike,68,M
2008,Bike,68,F
2009,Bike,68,M
2009,Bike,68,M
2007,Bike,68,M
2010,Bike,68,M
2008,Bike,68,M
2012,Bike,68,M
2014,Bike,68,M
2014,Bike,68,F
2008,Bike,68,M
2013,Bike,68,F
2007,Bike,68,M
2008,Bike,68,M
2008,Bike,68,M
2006,Bike,68,M
2006,Bike,68,M
2008,Bike,68,M
2013,Bike,68,M
2007,Bike,68,M
2013,Bike,68,M
2007,Bike,68,M
2006,Bike,68,M
2013,Bike,68,M
2011,Bike,68,F
2011,Bike,68,M
2012,Bike,68,M
2006,Bike,68,F
2012,Bike,68,M
2011,Bike,68,M
2010,Bike,68,M
2008,Bike,68,F
2010,Bike,68,M
2007,Bike,68,M
2006,Bike,68,M
2013,Bike,68,M
2006,Bike,68,M
2008,Bike,68,M
2006,Bike,68,M
2012,Bike,68,F
2006,Bike,68,M
2006,Bike,68,M
2012,Bike,68,M
2011,Bike,68,M
2012,Bike,68,M
2010,Bike,67,M
2009,Bike,67,M
2007,Bike,67,F
2010,Bike,67,M
2009,Bike,67,M
2013,Bike,67,M
2006,Bike,67,M
2006,Bike,67,M
2007,Bike,67,M
2009,Bike,67,M
2006,Bike,67,M
2009,Bike,67,M
2011,Bike,67,M
2009,Bike,67,M
2006,Bike,67,M
2009,Bike,67,M
2010,Bike,67,M
2013,Bike,67,M
2007,Bike,67,M
2007,Bike,67,M
2013,Bike,67,M
2008,Bike,67,M
2014,Bike,67,M
2014,Bike,67,M
2014,Bike,67,M
2014,Bike,67,F
2014,Bike,67,M
2014,Bike,67,F
2014,Bike,67,M
2014,Bike,67,F
2010,Bike,67,F
2010,Bike,67,M
2007,Bike,67,F
2013,Bike,67,M
2008,Bike,67,M
2007,Bike,67,M
2010,Bike,67,M
2010,Bike,67,M
2012,Bike,67,M
2011,Bike,67,M
2010,Bike,67,M
2008,Bike,67,M
2010,Bike,67,M
2010,Bike,67,M
2009,Bike,67,M
2012,Bike,67,M
2008,Bike,67,M
2010,Bike,67,M
2012,Bike,67,M
2012,Bike,67,F
2013,Bike,67,M
2006,Bike,67,M
2011,Bike,67,M
2013,Bike,67,M
2010,Bike,67,M
2009,Bike,67,M
2010,Bike,67,M
2006,Bike,66,M
2007,Bike,66,M
2013,Bike,66,M
2013,Bike,66,M
2009,Bike,66,M
2013,Bike,66,M
2006,Bike,66,F
2009,Bike,66,M
2012,Bike,66,M
2008,Bike,66,M
2010,Bike,66,M
2009,Bike,66,M
2012,Bike,66,M
2012,Bike,66,M
2010,Bike,66,M
2013,Bike,66,F
2007,Bike,66,M
2009,Bike,66,M
2008,Bike,66,M
2012,Bike,66,F
2008,Bike,66,M
2010,Bike,66,F
2007,Bike,66,M
2012,Bike,66,F
2006,Bike,66,M
2014,Bike,66,M
2014,Bike,66,M
2014,Bike,66,M
2014,Bike,66,M
2014,Bike,66,M
2014,Bike,66,F
2007,Bike,66,M
2013,Bike,66,F
2013,Bike,66,M
2013,Bike,66,F
2009,Bike,66,M
2011,Bike,66,F
2011,Bike,66,M
2008,Bike,66,M
2006,Bike,66,M
2013,Bike,66,F
2013,Bike,66,M
2013,Bike,66,M
2012,Bike,66,M
2012,Bike,66,M
2007,Bike,66,M
2013,Bike,66,M
2011,Bike,66,M
2010,Bike,66,M
2011,Bike,66,M
2008,Bike,66,M
2012,Bike,66,M
2012,Bike,66,M
2008,Bike,66,M
2012,Bike,66,M
2012,Bike,66,M
2010,Bike,66,M
2013,Bike,66,M
2013,Bike,66,M
2007,Bike,66,M
2007,Bike,66,M
2007,Bike,66,M
2010,Bike,66,M
2010,Bike,66,M
2010,Bike,66,M
2010,Bike,66,F
2012,Bike,65,M
2011,Bike,65,M
2011,Bike,65,M
2013,Bike,65,M
2008,Bike,65,M
2013,Bike,65,M
2009,Bike,65,M
2009,Bike,65,M
2007,Bike,65,M
2007,Bike,65,M
2006,Bike,65,M
2008,Bike,65,M
2007,Bike,65,M
2013,Bike,65,M
2010,Bike,65,M
2012,Bike,65,M
2008,Bike,65,M
2009,Bike,65,M
2009,Bike,65,F
2006,Bike,65,M
2007,Bike,65,M
2012,Bike,65,F
2009,Bike,65,M
2013,Bike,65,M
2007,Bike,65,M
2007,Bike,65,F
2013,Bike,65,M
2012,Bike,65,M
2013,Bike,65,M
2012,Bike,65,M
2012,Bike,65,M
2014,Bike,65,M
2014,Bike,65,M
2014,Bike,65,M
2014,Bike,65,M
2014,Bike,65,M
2014,Bike,65,M
2014,Bike,65,M
2014,Bike,65,M
2014,Bike,65,M
2014,Bike,65,M
2014,Bike,65,M
2014,Bike,65,M
2006,Bike,65,M
2013,Bike,65,M
2013,Bike,65,M
2011,Bike,65,M
2011,Bike,65,M
2006,Bike,65,M
2013,Bike,65,M
2006,Bike,65,M
2011,Bike,65,M
2012,Bike,65,M
2010,Bike,65,M
2013,Bike,65,M
2013,Bike,65,M
2013,Bike,65,M
2009,Bike,65,M
2007,Bike,65,F
2009,Bike,65,M
2012,Bike,65,M
2011,Bike,65,M
2008,Bike,65,M
2008,Bike,65,M
2009,Bike,65,M
2011,Bike,65,M
2009,Bike,65,M
2008,Bike,65,F
2013,Bike,65,M
2007,Bike,65,M
2012,Bike,65,F
2012,Bike,65,M
2008,Bike,65,M
2008,Bike,65,M
2012,Bike,65,M
2006,Bike,65,M
2009,Bike,65,M
2007,Bike,65,M
2010,Bike,65,M
2009,Bike,65,M
2013,Bike,65,M
2006,Bike,65,M
2010,Bike,65,M
2010,Bike,65,F
2011,Bike,65,M
2011,Bike,65,M
2009,Bike,65,M
2011,Bike,65,M
2010,Bike,65,M
2008,Bike,65,M
2012,Bike,65,M
2006,Bike,65,M
2008,Bike,65,M
2008,Bike,65,M
2006,Bike,64,M
2012,Bike,64,M
2013,Bike,64,M
2010,Bike,64,M
2011,Bike,64,M
2006,Bike,64,M
2011,Bike,64,M
2007,Bike,64,M
2013,Bike,64,M
2010,Bike,64,M
2010,Bike,64,M
2009,Bike,64,M
2006,Bike,64,M
2008,Bike,64,M
2007,Bike,64,M
2010,Bike,64,M
2013,Bike,64,M
2008,Bike,64,F
2013,Bike,64,M
2007,Bike,64,M
2010,Bike,64,M
2006,Bike,64,F
2008,Bike,64,M
2013,Bike,64,M
2013,Bike,64,M
2010,Bike,64,M
2006,Bike,64,M
2008,Bike,64,M
2014,Bike,64,M
2014,Bike,64,M
2014,Bike,64,M
2014,Bike,64,M
2014,Bike,64,M
2014,Bike,64,M
2014,Bike,64,M
2014,Bike,64,M
2014,Bike,64,M
2014,Bike,64,M
2014,Bike,64,M
2014,Bike,64,M
2007,Bike,64,M
2008,Bike,64,M
2011,Bike,64,F
2010,Bike,64,M
2012,Bike,64,M
2008,Bike,64,M
2007,Bike,64,M
2013,Bike,64,M
2007,Bike,64,M
2009,Bike,64,M
2011,Bike,64,F
2012,Bike,64,F
2011,Bike,64,M
2008,Bike,64,M
2013,Bike,64,M
2013,Bike,64,M
2008,Bike,64,M
2008,Bike,64,F
2013,Bike,64,M
2011,Bike,64,M
2007,Bike,64,M
2012,Bike,64,M
2011,Bike,64,F
2011,Bike,64,M
2007,Bike,64,M
2011,Bike,64,M
2008,Bike,64,M
2011,Bike,64,M
2009,Bike,64,M
2010,Bike,64,F
2009,Bike,64,M
2012,Bike,64,M
2012,Bike,64,M
2012,Bike,64,M
2006,Bike,64,M
2012,Bike,64,M
2011,Bike,64,M
2008,Bike,64,M
2011,Bike,64,M
2011,Bike,64,M
2012,Bike,64,M
2011,Bike,64,M
2006,Bike,64,F
2011,Bike,64,M
2012,Bike,64,F
2010,Bike,64,M
2012,Bike,64,M
2006,Bike,63,M
2011,Bike,63,M
2012,Bike,63,M
2010,Bike,63,F
2012,Bike,63,M
2013,Bike,63,M
2012,Bike,63,M
2009,Bike,63,M
2008,Bike,63,M
2006,Bike,63,M
2010,Bike,63,M
2011,Bike,63,M
2009,Bike,63,M
2007,Bike,63,M
2006,Bike,63,M
2007,Bike,63,F
2010,Bike,63,M
2013,Bike,63,M
2009,Bike,63,M
2010,Bike,63,M
2011,Bike,63,M
2006,Bike,63,M
2010,Bike,63,F
2008,Bike,63,M
2011,Bike,63,F
2011,Bike,63,M
2011,Bike,63,M
2013,Bike,63,M
2010,Bike,63,M
2013,Bike,63,M
2013,Bike,63,M
2013,Bike,63,M
2012,Bike,63,M
2007,Bike,63,M
2010,Bike,63,M
2011,Bike,63,F
2007,Bike,63,M
2010,Bike,63,M
2008,Bike,63,M
2011,Bike,63,M
2008,Bike,63,F
2006,Bike,63,M
2012,Bike,63,F
2007,Bike,63,M
2013,Bike,63,M
2014,Bike,63,M
2014,Bike,63,F
2014,Bike,63,F
2014,Bike,63,F
2014,Bike,63,M
2014,Bike,63,M
2014,Bike,63,M
2014,Bike,63,M
2014,Bike,63,F
2014,Bike,63,M
2014,Bike,63,M
2014,Bike,63,M
2014,Bike,63,M
2010,Bike,63,M
2007,Bike,63,M
2013,Bike,63,M
2011,Bike,63,M
2011,Bike,63,M
2013,Bike,63,M
2010,Bike,63,M
2010,Bike,63,M
2006,Bike,63,F
2011,Bike,63,M
2010,Bike,63,M
2008,Bike,63,F
2013,Bike,63,M
2011,Bike,63,M
2011,Bike,63,M
2007,Bike,63,M
2012,Bike,63,M
2007,Bike,63,M
2006,Bike,63,M
2011,Bike,63,M
2013,Bike,63,M
2008,Bike,63,M
2012,Bike,63,M
2010,Bike,63,M
2009,Bike,63,M
2013,Bike,63,M
2008,Bike,63,M
2009,Bike,63,M
2013,Bike,63,M
2013,Bike,63,M
2013,Bike,63,M
2012,Bike,63,M
2012,Bike,63,M
2013,Bike,63,M
2013,Bike,63,F
2011,Bike,63,M
2011,Bike,63,M
2013,Bike,63,M
2013,Bike,63,M
2010,Bike,63,M
2012,Bike,63,F
2013,Bike,63,M
2008,Bike,63,M
2010,Bike,63,F
2006,Bike,63,M
2013,Bike,63,M
2007,Bike,63,M
2013,Bike,62,M
2011,Bike,62,M
2007,Bike,62,M
2006,Bike,62,M
2006,Bike,62,M
2012,Bike,62,M
2013,Bike,62,M
2008,Bike,62,M
2009,Bike,62,M
2006,Bike,62,M
2010,Bike,62,F
2007,Bike,62,M
2011,Bike,62,M
2009,Bike,62,M
2007,Bike,62,M
2006,Bike,62,M
2010,Bike,62,F
2008,Bike,62,M
2012,Bike,62,M
2006,Bike,62,M
2009,Bike,62,M
2013,Bike,62,F
2013,Bike,62,M
2006,Bike,62,M
2012,Bike,62,F
2010,Bike,62,M
2010,Bike,62,M
2013,Bike,62,M
2012,Bike,62,M
2013,Bike,62,M
2011,Bike,62,M
2010,Bike,62,M
2010,Bike,62,M
2009,Bike,62,M
2010,Bike,62,M
2008,Bike,62,M
2006,Bike,62,F
2010,Bike,62,F
2007,Bike,62,M
2008,Bike,62,M
2006,Bike,62,M
2014,Bike,62,M
2014,Bike,62,M
2014,Bike,62,M
2014,Bike,62,M
2014,Bike,62,M
2014,Bike,62,F
2014,Bike,62,M
2014,Bike,62,M
2006,Bike,62,M
2011,Bike,62,M
2012,Bike,62,M
2012,Bike,62,F
2007,Bike,62,M
2011,Bike,62,M
2010,Bike,62,M
2008,Bike,62,F
2008,Bike,62,M
2011,Bike,62,M
2007,Bike,62,M
2009,Bike,62,M
2009,Bike,62,M
2012,Bike,62,M
2008,Bike,62,M
2009,Bike,62,M
2013,Bike,62,F
2012,Bike,62,M
2009,Bike,62,M
2009,Bike,62,M
2012,Bike,62,M
2010,Bike,62,M
2009,Bike,62,M
2007,Bike,62,M
2013,Bike,62,M
2013,Bike,62,M
2012,Bike,62,M
2008,Bike,62,M
2011,Bike,62,F
2006,Bike,62,M
2006,Bike,62,M
2009,Bike,62,M
2010,Bike,62,M
2013,Bike,62,F
2013,Bike,62,M
2011,Bike,62,M
2011,Bike,62,M
2007,Bike,62,M
2011,Bike,62,M
2010,Bike,62,M
2010,Bike,62,M
2013,Bike,62,M
2010,Bike,62,M
2010,Bike,62,F
2012,Bike,62,M
2012,Bike,62,M
2007,Bike,62,M
2008,Bike,62,M
2008,Bike,62,M
2009,Bike,62,M
2006,Bike,62,M
2009,Bike,62,M
2013,Bike,61,M
2011,Bike,61,M
2013,Bike,61,M
2009,Bike,61,M
2009,Bike,61,M
2011,Bike,61,F
2012,Bike,61,M
2013,Bike,61,M
2013,Bike,61,M
2007,Bike,61,M
2009,Bike,61,M
2009,Bike,61,M
2013,Bike,61,M
2010,Bike,61,M
2013,Bike,61,M
2009,Bike,61,M
2011,Bike,61,M
2013,Bike,61,M
2008,Bike,61,M
2006,Bike,61,F
2006,Bike,61,M
2008,Bike,61,M
2012,Bike,61,F
2008,Bike,61,M
2012,Bike,61,M
2009,Bike,61,M
2013,Bike,61,M
2008,Bike,61,M
2006,Bike,61,M
2009,Bike,61,M
2010,Bike,61,M
2006,Bike,61,M
2010,Bike,61,M
2008,Bike,61,M
2008,Bike,61,M
2011,Bike,61,M
2010,Bike,61,M
2012,Bike,61,M
2013,Bike,61,M
2014,Bike,61,F
2014,Bike,61,M
2014,Bike,61,M
2014,Bike,61,F
2014,Bike,61,M
2014,Bike,61,M
2014,Bike,61,M
2014,Bike,61,M
2014,Bike,61,M
2014,Bike,61,F
2014,Bike,61,M
2014,Bike,61,M
2014,Bike,61,M
2014,Bike,61,M
2014,Bike,61,M
2014,Bike,61,M
2014,Bike,61,M
2012,Bike,61,F
2013,Bike,61,M
2013,Bike,61,F
2008,Bike,61,M
2012,Bike,61,M
2006,Bike,61,F
2009,Bike,61,M
2013,Bike,61,M
2010,Bike,61,M
2010,Bike,61,F
2008,Bike,61,M
2008,Bike,61,F
2011,Bike,61,M
2011,Bike,61,M
2011,Bike,61,M
2008,Bike,61,M
2006,Bike,61,M
2010,Bike,61,M
2012,Bike,61,M
2009,Bike,61,M
2006,Bike,61,M
2013,Bike,61,M
2012,Bike,61,F
2011,Bike,61,M
2008,Bike,61,M
2007,Bike,61,M
2008,Bike,61,F
2008,Bike,61,F
2011,Bike,61,M
2011,Bike,61,M
2007,Bike,61,M
2007,Bike,61,M
2009,Bike,61,M
2012,Bike,61,F
2006,Bike,61,M
2011,Bike,61,F
2010,Bike,61,M
2013,Bike,61,M
2009,Bike,61,M
2012,Bike,61,M
2012,Bike,61,M
2013,Bike,61,M
2013,Bike,61,M
2010,Bike,61,M
2012,Bike,61,M
2010,Bike,61,M
2012,Bike,61,M
2010,Bike,61,M
2011,Bike,61,M
2012,Bike,61,M
2010,Bike,61,M
2006,Bike,61,M
2013,Bike,61,M
2010,Bike,61,M
2011,Bike,61,M
2008,Bike,61,M
2010,Bike,61,M
2012,Bike,61,M
2011,Bike,61,M
2009,Bike,61,F
2011,Bike,60,M
2006,Bike,60,M
2011,Bike,60,F
2012,Bike,60,M
2013,Bike,60,M
2012,Bike,60,M
2013,Bike,60,F
2009,Bike,60,M
2013,Bike,60,M
2010,Bike,60,M
2011,Bike,60,M
2006,Bike,60,M
2009,Bike,60,M
2013,Bike,60,M
2009,Bike,60,M
2011,Bike,60,M
2009,Bike,60,M
2007,Bike,60,M
2011,Bike,60,M
2006,Bike,60,M
2013,Bike,60,M
2011,Bike,60,M
2007,Bike,60,M
2009,Bike,60,M
2008,Bike,60,M
2013,Bike,60,M
2010,Bike,60,M
2013,Bike,60,M
2007,Bike,60,F
2008,Bike,60,F
2009,Bike,60,M
2012,Bike,60,M
2012,Bike,60,F
2007,Bike,60,M
2013,Bike,60,M
2013,Bike,60,F
2013,Bike,60,M
2012,Bike,60,F
2009,Bike,60,M
2013,Bike,60,F
2007,Bike,60,M
2012,Bike,60,F
2012,Bike,60,M
2009,Bike,60,M
2009,Bike,60,F
2008,Bike,60,F
2012,Bike,60,F
2012,Bike,60,M
2010,Bike,60,F
2013,Bike,60,F
2010,Bike,60,M
2013,Bike,60,M
2013,Bike,60,M
2014,Bike,60,M
2014,Bike,60,M
2014,Bike,60,M
2014,Bike,60,M
2014,Bike,60,M
2014,Bike,60,M
2014,Bike,60,F
2014,Bike,60,M
2014,Bike,60,M
2014,Bike,60,M
2014,Bike,60,M
2014,Bike,60,M
2014,Bike,60,M
2014,Bike,60,M
2014,Bike,60,M
2014,Bike,60,M
2014,Bike,60,F
2014,Bike,60,M
2014,Bike,60,M
2014,Bike,60,M
2014,Bike,60,M
2014,Bike,60,M
2014,Bike,60,M
2014,Bike,60,M
2008,Bike,60,M
2009,Bike,60,M
2013,Bike,60,M
2008,Bike,60,M
2006,Bike,60,M
2010,Bike,60,M
2007,Bike,60,M
2011,Bike,60,F
2010,Bike,60,M
2010,Bike,60,F
2013,Bike,60,M
2006,Bike,60,M
2013,Bike,60,M
2013,Bike,60,M
2012,Bike,60,M
2008,Bike,60,M
2009,Bike,60,M
2008,Bike,60,M
2010,Bike,60,M
2008,Bike,60,M
2006,Bike,60,M
2006,Bike,60,M
2012,Bike,60,M
2013,Bike,60,M
2009,Bike,60,M
2013,Bike,60,M
2012,Bike,60,M
2012,Bike,60,M
2012,Bike,60,F
2007,Bike,60,M
2011,Bike,60,M
2011,Bike,60,M
2013,Bike,60,M
2006,Bike,60,M
2012,Bike,60,F
2011,Bike,60,M
2007,Bike,60,M
2007,Bike,60,M
2011,Bike,60,M
2008,Bike,60,M
2013,Bike,60,M
2013,Bike,60,M
2008,Bike,60,M
2006,Bike,60,M
2011,Bike,60,M
2011,Bike,60,F
2009,Bike,60,M
2011,Bike,60,M
2013,Bike,60,M
2011,Bike,60,F
2013,Bike,60,M
2012,Bike,60,M
2006,Bike,60,M
2010,Bike,60,M
2010,Bike,60,M
2011,Bike,60,M
2011,Bike,60,M
2006,Bike,60,M
2010,Bike,60,M
2010,Bike,60,M
2008,Bike,60,F
2013,Bike,60,M
2009,Bike,60,M
2007,Bike,60,M
2010,Bike,60,M
2011,Bike,60,F
2012,Bike,60,M
2009,Bike,60,M
2012,Bike,60,M
2008,Bike,60,M
2010,Bike,60,M
2010,Bike,60,F
2007,Bike,60,M
2008,Bike,60,M
2011,Bike,60,M
2012,Bike,60,M
2012,Bike,60,F
2012,Bike,60,M
2013,Bike,60,M
2013,Bike,59,M
2006,Bike,59,M
