CASE_YR,VEH_TYP,AGE,SEX
2010,Bike,45,F
2010,Bike,45,M
2010,Bike,45,M
2010,Bike,45,F
2010,Bike,45,M
2013,Bike,45,M
2013,Bike,45,M
2009,Bike,45,M
2012,Bike,45,M
2012,Bike,45,M
2006,Bike,45,M
2012,Bike,45,M
2009,Bike,45,M
2008,Bike,45,M
2008,Bike,45,M
2009,Bike,45,M
2010,Bike,45,M
2012,Bike,45,M
2009,Bike,45,M
2007,Bike,45,M
2011,Bike,45,M
2011,Bike,45,M
2010,Bike,45,M
2006,Bike,45,M
2006,Bike,45,M
2011,Bike,45,M
2006,Bike,45,M
2007,Bike,45,F
2010,Bike,45,M
2006,Bike,45,F
2008,Bike,45,M
2008,Bike,45,M
2013,Bike,45,M
2011,Bike,45,F
2013,Bike,45,F
2010,Bike,45,M
2007,Bike,45,M
2012,Bike,45,M
2010,Bike,45,M
2012,Bike,45,M
2006,Bike,45,M
2006,Bike,45,M
2010,Bike,45,M
2010,Bike,45,F
2011,Bike,45,M
2008,Bike,45,M
2006,Bike,44,M
2006,Bike,44,M
2006,Bike,44,M
2013,Bike,44,M
2010,Bike,44,M
2009,Bike,44,M
2009,Bike,44,M
2010,Bike,44,M
2009,Bike,44,M
2006,Bike,44,M
2013,Bike,44,F
2013,Bike,44,M
2009,Bike,44,M
2011,Bike,44,F
2012,Bike,44,M
2012,Bike,44,M
2009,Bike,44,M
2010,Bike,44,M
2010,Bike,44,M
2006,Bike,44,M
2006,Bike,44,M
2010,Bike,44,M
2012,Bike,44,M
2006,Bike,44,M
2009,Bike,44,M
2009,Bike,44,M
2009,Bike,44,M
2006,Bike,44,M
2013,Bike,44,M
2009,Bike,44,M
2009,Bike,44,F
2006,Bike,44,M
2009,Bike,44,M
2012,Bike,44,M
2006,Bike,44,M
2009,Bike,44,M
2012,Bike,44,M
2013,Bike,44,M
2007,Bike,44,M
2006,Bike,44,M
2008,Bike,44,M
2008,Bike,44,M
2010,Bike,44,M
2010,Bike,44,M
2009,Bike,44,M
2007,Bike,44,M
2012,Bike,44,M
2012,Bike,44,M
2008,Bike,44,M
2007,Bike,44,M
2010,Bike,44,F
2008,Bike,44,M
2009,Bike,44,M
2009,Bike,44,M
2009,Bike,44,M
2010,Bike,44,M
2011,Bike,44,M
2009,Bike,44,F
2013,Bike,44,M
2009,Bike,44,M
2010,Bike,44,M
2012,Bike,44,F
2012,Bike,44,M
2006,Bike,44,M
2006,Bike,44,M
2008,Bike,44,M
2008,Bike,44,M
2010,Bike,44,M
2012,Bike,44,M
2012,Bike,44,M
2009,Bike,44,M
2013,Bike,44,M
2012,Bike,44,M
2010,Bike,44,M
2006,Bike,44,M
2010,Bike,44,M
2007,Bike,44,M
2011,Bike,44,M
2007,Bike,44,M
2006,Bike,44,M
2011,Bike,44,M
2008,Bike,44,M
2008,Bike,44,M
2009,Bike,44,M
2007,Bike,44,M
2008,Bike,44,M
2008,Bike,44,M
2013,Bike,44,M
2008,Bike,44,M
2008,Bike,44,M
2009,Bike,44,M
2006,Bike,44,M
2007,Bike,44,M
2007,Bike,44,F
2008,Bike,44,M
2009,Bike,44,F
2006,Bike,44,M
2010,Bike,44,M
2010,Bike,44,M
2009,Bike,44,M
2007,Bike,44,M
2009,Bike,44,M
2006,Bike,44,M
2006,Bike,44,F
2012,Bike,44,M
2012,Bike,44,F
2007,Bike,44,M
2010,Bike,44,M
2010,Bike,44,M
2013,Bike,44,M
2007,Bike,44,M
2007,Bike,44,M
2012,Bike,44,M
2012,Bike,44,M
2011,Bike,44,M
2007,Bike,44,
2010,Bike,44,M
2010,Bike,44,M
2011,Bike,44,M
2008,Bike,44,M
2012,Bike,44,M
2008,Bike,44,M
2010,Bike,44,M
2010,Bike,44,M
2007,Bike,44,M
2008,Bike,44,M
2010,Bike,44,M
2010,Bike,44,M
2008,Bike,44,M
2007,Bike,44,F
2007,Bike,44,M
2013,Bike,44,M
2010,Bike,44,F
2013,Bike,44,F
2006,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,F
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,F
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,F
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,F
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,F
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2014,Bike,44,M
2010,Bike,44,F
2008,Bike,44,M
2008,Bike,44,M
2007,Bike,44,M
2006,Bike,44,M
2007,Bike,44,M
2008,Bike,44,M
2010,Bike,44,M
2010,Bike,44,F
2013,Bike,44,M
2013,Bike,44,M
2013,Bike,44,F
2009,Bike,44,M
2010,Bike,44,M
2008,Bike,44,M
2008,Bike,44,M
2011,Bike,44,M
2006,Bike,44,M
2006,Bike,44,M
2006,Bike,44,M
2007,Bike,44,M
2012,Bike,44,M
2013,Bike,44,M
2007,Bike,44,M
2010,Bike,44,M
2010,Bike,44,M
2009,Bike,44,M
2011,Bike,44,M
2010,Bike,44,M
2007,Bike,44,M
2010,Bike,44,M
2007,Bike,44,M
2012,Bike,44,M
2011,Bike,44,M
2011,Bike,44,M
2010,Bike,44,M
2009,Bike,44,M
2013,Bike,44,F
2013,Bike,44,M
2007,Bike,44,M
2012,Bike,44,M
2011,Bike,44,M
2013,Bike,44,F
2007,Bike,44,M
2006,Bike,44,M
2013,Bike,44,M
2012,Bike,44,M
2011,Bike,44,M
2009,Bike,44,M
2006,Bike,44,M
2008,Bike,44,M
2008,Bike,44,M
2008,Bike,44,M
2007,Bike,44,M
2008,Bike,44,M
2008,Bike,44,M
2011,Bike,44,F
2009,Bike,44,M
2011,Bike,44,M
2008,Bike,44,M
2008,Bike,44,M
2011,Bike,44,M
2013,Bike,44,M
2013,Bike,44,M
2009,Bike,44,M
2007,Bike,44,M
2011,Bike,44,M
2011,Bike,44,M
2011,Bike,44,M
2007,Bike,44,M
2009,Bike,44,M
2008,Bike,44,M
2007,Bike,44,M
2008,Bike,44,M
2007,Bike,44,M
2007,Bike,44,M
2006,Bike,44,M
2007,Bike,44,M
2006,Bike,44,M
2013,Bike,44,M
2013,Bike,44,F
2013,Bike,44,M
2013,Bike,44,M
2007,Bike,44,M
2008,Bike,44,M
2007,Bike,44,M
2010,Bike,44,M
2007,Bike,44,M
2007,Bike,44,M
2008,Bike,44,M
2009,Bike,44,M
2012,Bike,44,M
2012,Bike,44,M
2008,Bike,44,F
2011,Bike,44,M
2009,Bike,44,M
2008,Bike,44,M
2008,Bike,44,M
2008,Bike,44,M
2011,Bike,44,M
2010,Bike,44,M
2013,Bike,44,M
2010,Bike,44,M
2013,Bike,44,M
2006,Bike,44,F
2006,Bike,44,M
2013,Bike,44,M
2009,Bike,44,F
2012,Bike,44,F
2011,Bike,44,M
2007,Bike,44,M
2013,Bike,44,M
2012,Bike,44,M
2008,Bike,44,M
2011,Bike,44,M
2009,Bike,44,M
2009,Bike,44,M
2013,Bike,44,F
2006,Bike,44,M
2011,Bike,44,M
2012,Bike,44,F
2010,Bike,44,M
2012,Bike,44,M
2012,Bike,44,M
2006,Bike,44,M
2010,Bike,44,M
2012,Bike,44,M
2012,Bike,44,F
2010,Bike,44,M
2008,Bike,44,M
2012,Bike,44,F
2011,Bike,44,M
2010,Bike,44,M
2010,Bike,44,M
2013,Bike,44,M
2010,Bike,44,M
2011,Bike,44,M
2011,Bike,44,M
2008,Bike,44,M
2009,Bike,44,M
2008,Bike,44,M
2012,Bike,44,M
2012,Bike,44,M
2010,Bike,44,M
2010,Bike,44,M
2012,Bike,44,M
2011,Bike,44,M
2007,Bike,44,M
2011,Bike,44,M
2012,Bike,44,M
2012,Bike,44,M
2010,Bike,44,M
2006,Bike,44,F
2006,Bike,44,F
2006,Bike,44,M
2013,Bike,44,M
2010,Bike,44,M
2008,Bike,44,M
2010,Bike,44,M
2010,Bike,44,M
2008,Bike,44,M
2008,Bike,44,M
2010,Bike,44,M
2010,Bike,44,M
2010,Bike,44,M
2010,Bike,44,M
2010,Bike,44,M
2010,Bike,44,M
2012,Bike,44,M
2012,Bike,44,M
2012,Bike,44,M
2012,Bike,44,M
2013,Bike,44,M
2006,Bike,44,M
2011,Bike,44,M
2013,Bike,43,M
2012,Bike,43,M
2006,Bike,43,F
2006,Bike,43,M
2007,Bike,43,F
2012,Bike,43,M
2013,Bike,43,M
2011,Bike,43,F
2013,Bike,43,M
2011,Bike,43,M
2009,Bike,43,M
2010,Bike,43,M
2006,Bike,43,M
2009,Bike,43,M
2011,Bike,43,M
2007,Bike,43,M
2012,Bike,43,M
2012,Bike,43,M
2013,Bike,43,M
2010,Bike,43,M
2013,Bike,43,M
2012,Bike,43,M
2009,Bike,43,F
2006,Bike,43,F
2010,Bike,43,M
2009,Bike,43,M
2012,Bike,43,M
2012,Bike,43,M
2006,Bike,43,M
2006,Bike,43,M
2007,Bike,43,M
2013,Bike,43,M
2006,Bike,43,M
2006,Bike,43,M
2010,Bike,43,M
2010,Bike,43,M
2013,Bike,43,M
2013,Bike,43,M
2011,Bike,43,M
2011,Bike,43,M
2013,Bike,43,M
2009,Bike,43,M
2006,Bike,43,M
2009,Bike,43,M
2012,Bike,43,M
2009,Bike,43,F
2006,Bike,43,M
2006,Bike,43,F
2010,Bike,43,M
2009,Bike,43,M
2009,Bike,43,M
2008,Bike,43,M
2008,Bike,43,M
2008,Bike,43,M
2007,Bike,43,M
2006,Bike,43,F
2009,Bike,43,M
2006,Bike,43,M
2006,Bike,43,M
2010,Bike,43,M
2006,Bike,43,M
2011,Bike,43,M
2013,Bike,43,M
2010,Bike,43,M
2012,Bike,43,M
2007,Bike,43,M
2011,Bike,43,M
2007,Bike,43,M
2010,Bike,43,M
2009,Bike,43,M
2011,Bike,43,M
2006,Bike,43,M
2006,Bike,43,M
2013,Bike,43,M
2006,Bike,43,F
2009,Bike,43,M
2008,Bike,43,
2006,Bike,43,M
2008,Bike,43,M
2013,Bike,43,M
2009,Bike,43,M
2009,Bike,43,M
2008,Bike,43,F
2009,Bike,43,M
2012,Bike,43,M
2012,Bike,43,M
2012,Bike,43,M
2012,Bike,43,M
2006,Bike,43,M
2007,Bike,43,M
2006,Bike,43,M
2008,Bike,43,M
2011,Bike,43,M
2011,Bike,43,M
2013,Bike,43,M
2010,Bike,43,M
2010,Bike,43,M
2007,Bike,43,F
2008,Bike,43,M
2010,Bike,43,M
2006,Bike,43,M
2007,Bike,43,M
2013,Bike,43,M
2006,Bike,43,M
2006,Bike,43,M
2007,Bike,43,M
2006,Bike,43,M
2009,Bike,43,M
2009,Bike,43,F
2009,Bike,43,M
2009,Bike,43,M
2010,Bike,43,M
2010,Bike,43,M
2011,Bike,43,M
2009,Bike,43,F
2012,Bike,43,M
2012,Bike,43,F
2006,Bike,43,M
2010,Bike,43,M
2008,Bike,43,F
2010,Bike,43,F
2008,Bike,43,M
2013,Bike,43,M
2008,Bike,43,M
2012,Bike,43,M
2012,Bike,43,M
2012,Bike,43,M
2013,Bike,43,M
2006,Bike,43,M
2006,Bike,43,M
2007,Bike,43,M
2010,Bike,43,M
2010,Bike,43,M
2012,Bike,43,M
2010,Bike,43,F
2010,Bike,43,M
2008,Bike,43,M
2008,Bike,43,M
2011,Bike,43,M
2008,Bike,43,F
2012,Bike,43,M
2010,Bike,43,M
2010,Bike,43,M
2012,Bike,43,M
2012,Bike,43,M
2008,Bike,43,F
2012,Bike,43,F
2010,Bike,43,M
2013,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2014,Bike,43,M
2010,Bike,43,M
2011,Bike,43,M
2012,Bike,43,M
2010,Bike,43,M
2007,Bike,43,M
2006,Bike,43,M
2010,Bike,43,M
2007,Bike,43,M
2011,Bike,43,M
2007,Bike,43,M
2013,Bike,43,M
2013,Bike,43,M
2009,Bike,43,M
2009,Bike,43,M
2010,Bike,43,M
2006,Bike,43,M
2010,Bike,43,M
2010,Bike,43,M
2007,Bike,43,M
2010,Bike,43,M
2007,Bike,43,M
2012,Bike,43,M
2012,Bike,43,M
2007,Bike,43,M
2006,Bike,43,M
2008,Bike,43,M
2008,Bike,43,M
2008,Bike,43,M
2006,Bike,43,M
2008,Bike,43,M
2013,Bike,43,M
2013,Bike,43,M
2008,Bike,43,M
2008,Bike,43,M
2011,Bike,43,F
2008,Bike,43,M
2013,Bike,43,M
2013,Bike,43,M
2009,Bike,43,M
2009,Bike,43,M
2009,Bike,43,M
2008,Bike,43,M
2007,Bike,43,F
2007,Bike,43,M
2006,Bike,43,M
2008,Bike,43,M
2006,Bike,43,M
2008,Bike,43,M
2008,Bike,43,M
2012,Bike,43,M
2011,Bike,43,M
2011,Bike,43,M
2011,Bike,43,M
2008,Bike,43,F
2007,Bike,43,M
2006,Bike,43,M
2006,Bike,43,F
2008,Bike,43,M
2011,Bike,43,M
2013,Bike,43,M
2012,Bike,43,M
2011,Bike,43,M
2009,Bike,43,M
2008,Bike,43,M
2006,Bike,43,M
2013,Bike,43,M
2013,Bike,43,M
2011,Bike,43,M
2013,Bike,43,M
2007,Bike,43,M
2006,Bike,43,M
2007,Bike,43,M
2011,Bike,43,M
2011,Bike,43,M
2011,Bike,43,M
2007,Bike,43,M
2007,Bike,43,M
2012,Bike,43,M
2007,Bike,43,M
2007,Bike,43,M
2011,Bike,43,M
2013,Bike,43,M
2013,Bike,43,M
2013,Bike,43,M
2013,Bike,43,M
2013,Bike,43,M
2011,Bike,43,M
2011,Bike,43,F
2007,Bike,43,M
2012,Bike,43,M
2011,Bike,43,M
2011,Bike,43,M
2011,Bike,43,M
2007,Bike,43,F
2012,Bike,43,M
2008,Bike,43,M
2008,Bike,43,F
2011,Bike,43,M
2008,Bike,43,M
2013,Bike,43,M
2008,Bike,43,M
2012,Bike,43,M
2008,Bike,43,F
2008,Bike,43,M
2011,Bike,43,F
2007,Bike,43,M
2010,Bike,43,F
2006,Bike,43,M
2006,Bike,43,M
2013,Bike,43,M
2007,Bike,43,M
2012,Bike,43,F
2006,Bike,43,M
2010,Bike,43,F
2010,Bike,43,F
2009,Bike,43,M
2009,Bike,43,M
2010,Bike,43,M
2006,Bike,43,M
2006,Bike,43,M
2012,Bike,43,M
2010,Bike,43,M
2009,Bike,43,M
2009,Bike,43,M
2009,Bike,43,M
2009,Bike,43,F
2013,Bike,43,M
2013,Bike,43,M
2009,Bike,43,M
2009,Bike,43,M
2006,Bike,43,M
2006,Bike,43,M
2007,Bike,43,M
2011,Bike,43,M
2013,Bike,43,M
2012,Bike,43,M
2011,Bike,43,M
2011,Bike,43,M
2010,Bike,43,F
2010,Bike,43,M
2010,Bike,43,M
2008,Bike,43,M
2008,Bike,43,M
2009,Bike,43,M
2012,Bike,43,M
2010,Bike,43,M
2012,Bike,43,M
2010,Bike,43,M
2010,Bike,43,F
2010,Bike,43,M
2010,Bike,43,M
2007,Bike,43,M
2011,Bike,43,M
2008,Bike,43,M
2008,Bike,43,M
2010,Bike,43,M
2011,Bike,43,M
2011,Bike,43,M
2011,Bike,43,M
2008,Bike,43,M
2008,Bike,43,M
2008,Bike,43,M
2010,Bike,43,M
2012,Bike,43,M
2006,Bike,43,M
2007,Bike,43,M
2012,Bike,43,M
2011,Bike,43,M
2012,Bike,43,M
2007,Bike,43,M
2013,Bike,43,F
2010,Bike,43,M
2010,Bike,43,M
2006,Bike,43,M
2006,Bike,43,M
2006,Bike,43,M
2006,Bike,43,M
2010,Bike,43,F
2008,Bike,43,M
2010,Bike,43,M
2013,Bike,43,F
2008,Bike,43,M
2008,Bike,43,M
2012,Bike,43,M
2006,Bike,43,M
2011,Bike,43,M
2006,Bike,43,M
2009,Bike,43,M
2010,Bike,43,M
2012,Bike,43,M
2012,Bike,43,M
2007,Bike,43,M
2006,Bike,43,M
2007,Bike,42,F
2006,Bike,42,M
2012,Bike,42,M
2013,Bike,42,M
2011,Bike,42,M
2011,Bike,42,F
2011,Bike,42,M
2009,Bike,42,M
2007,Bike,42,M
2010,Bike,42,M
2013,Bike,42,M
2010,Bike,42,M
2013,Bike,42,M
2011,Bike,42,M
2011,Bike,42,F
2012,Bike,42,M
2010,Bike,42,M
2011,Bike,42,M
2011,Bike,42,M
2011,Bike,42,M
2006,Bike,42,M
2006,Bike,42,M
2008,Bike,42,M
2009,Bike,42,M
2013,Bike,42,M
2013,Bike,42,M
2006,Bike,42,M
2006,Bike,42,M
2009,Bike,42,M
2009,Bike,42,F
2006,Bike,42,M
2013,Bike,42,M
2010,Bike,42,F
2013,Bike,42,M
2009,Bike,42,M
2010,Bike,42,M
2007,Bike,42,F
2007,Bike,42,M
2008,Bike,42,M
2009,Bike,42,M
2012,Bike,42,M
2007,Bike,42,M
2007,Bike,42,M
2013,Bike,42,M
2006,Bike,42,M
2010,Bike,42,M
2013,Bike,42,M
2007,Bike,42,M
2010,Bike,42,M
2007,Bike,42,M
2007,Bike,42,M
2012,Bike,42,M
2012,Bike,42,M
2010,Bike,42,M
2007,Bike,42,M
2007,Bike,42,M
2012,Bike,42,M
2007,Bike,42,M
2007,Bike,42,M
2007,Bike,42,M
2013,Bike,42,M
2007,Bike,42,F
2010,Bike,42,M
2007,Bike,42,M
2009,Bike,42,M
2013,Bike,42,F
2006,Bike,42,M
2006,Bike,42,M
2006,Bike,42,M
2006,Bike,42,M
2006,Bike,42,M
2006,Bike,42,M
2009,Bike,42,F
2012,Bike,42,F
2008,Bike,42,M
2008,Bike,42,M
2009,Bike,42,M
2012,Bike,42,M
2011,Bike,42,M
2010,Bike,42,M
2012,Bike,42,M
2012,Bike,42,M
2013,Bike,42,M
2010,Bike,42,M
2006,Bike,42,M
2006,Bike,42,M
2006,Bike,42,M
2009,Bike,42,F
2006,Bike,42,M
2009,Bike,42,M
2010,Bike,42,M
2010,Bike,42,M
2010,Bike,42,M
2007,Bike,42,M
2013,Bike,42,F
2013,Bike,42,M
2010,Bike,42,M
2013,Bike,42,F
2008,Bike,42,M
2013,Bike,42,M
2013,Bike,42,M
2013,Bike,42,F
2006,Bike,42,M
2007,Bike,42,M
2011,Bike,42,M
2007,Bike,42,M
2007,Bike,42,M
2012,Bike,42,M
2007,Bike,42,M
2006,Bike,42,M
2009,Bike,42,M
2009,Bike,42,M
2009,Bike,42,M
2009,Bike,42,M
2012,Bike,42,M
2008,Bike,42,M
2010,Bike,42,M
2007,Bike,42,M
2011,Bike,42,M
2010,Bike,42,M
2013,Bike,42,M
2009,Bike,42,M
2012,Bike,42,M
2006,Bike,42,M
2012,Bike,42,F
2010,Bike,42,F
2007,Bike,42,M
2010,Bike,42,M
2007,Bike,42,M
2010,Bike,42,M
2011,Bike,42,M
2013,Bike,42,M
2011,Bike,42,M
2009,Bike,42,M
2010,Bike,42,M
2010,Bike,42,M
2010,Bike,42,M
2006,Bike,42,F
2012,Bike,42,M
2009,Bike,42,M
2007,Bike,42,M
2010,Bike,42,F
2010,Bike,42,M
2009,Bike,42,M
2013,Bike,42,M
2006,Bike,42,M
2013,Bike,42,M
2012,Bike,42,F
2007,Bike,42,M
2011,Bike,42,M
2007,Bike,42,M
2007,Bike,42,M
2012,Bike,42,M
2012,Bike,42,M
2006,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,F
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,F
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2014,Bike,42,M
2011,Bike,42,M
2011,Bike,42,M
2008,Bike,42,M
2008,Bike,42,M
2006,Bike,42,M
2007,Bike,42,F
2007,Bike,42,M
2006,Bike,42,M
2013,Bike,42,M
2013,Bike,42,M
2011,Bike,42,M
2011,Bike,42,M
2009,Bike,42,M
2007,Bike,42,M
2007,Bike,42,F
2011,Bike,42,M
2007,Bike,42,M
2013,Bike,42,M
2009,Bike,42,M
2010,Bike,42,M
2011,Bike,42,M
2009,Bike,42,F
2013,Bike,42,F
2011,Bike,42,M
2012,Bike,42,M
2012,Bike,42,M
2010,Bike,42,M
2010,Bike,42,M
2009,Bike,42,M
2006,Bike,42,M
2007,Bike,42,M
2008,Bike,42,M
2008,Bike,42,M
2010,Bike,42,M
2009,Bike,42,M
2013,Bike,42,F
2013,Bike,42,M
2007,Bike,42,F
2012,Bike,42,M
2012,Bike,42,M
2008,Bike,42,M
2008,Bike,42,M
2010,Bike,42,F
2008,Bike,42,F
2008,Bike,42,M
2007,Bike,42,M
2010,Bike,42,M
2013,Bike,42,F
2013,Bike,42,M
2011,Bike,42,M
2007,Bike,42,M
2012,Bike,42,M
2012,Bike,42,M
2007,Bike,42,M
2007,Bike,42,M
2009,Bike,42,M
2006,Bike,42,F
2006,Bike,42,M
2009,Bike,42,M
2011,Bike,42,M
2008,Bike,42,M
2011,Bike,42,M
2011,Bike,42,M
2006,Bike,42,M
2008,Bike,42,M
2006,Bike,42,M
2006,Bike,42,M
2006,Bike,42,M
2008,Bike,42,M
2013,Bike,42,M
2013,Bike,42,M
2008,Bike,42,M
2008,Bike,42,M
2008,Bike,42,M
2012,Bike,42,M
2008,Bike,42,M
2008,Bike,42,M
2009,Bike,42,M
2007,Bike,42,M
2013,Bike,42,M
2013,Bike,42,M
2011,Bike,42,M
2006,Bike,42,M
2013,Bike,42,F
2012,Bike,42,M
2007,Bike,42,M
2006,Bike,42,M
2007,Bike,42,M
2007,Bike,42,M
2011,Bike,42,M
2011,Bike,42,M
2011,Bike,42,M
2012,Bike,42,M
2006,Bike,42,F
2009,Bike,42,M
2007,Bike,42,M
2007,Bike,42,M
2006,Bike,42,M
2008,Bike,42,M
2012,Bike,42,M
2012,Bike,42,M
2009,Bike,42,M
2012,Bike,42,M
2012,Bike,42,M
2007,Bike,42,F
2007,Bike,42,M
2007,Bike,42,M
2007,Bike,42,M
2007,Bike,42,F
2013,Bike,42,M
2011,Bike,42,M
2012,Bike,42,M
2009,Bike,42,M
2009,Bike,42,M
2013,Bike,42,M
2011,Bike,42,M
2009,Bike,42,M
2007,Bike,42,M
2009,Bike,42,M
2012,Bike,42,F
2012,Bike,42,M
2012,Bike,42,F
2012,Bike,42,M
2008,Bike,42,M
2008,Bike,42,M
2006,Bike,42,M
2013,Bike,42,F
2006,Bike,42,M
2010,Bike,42,M
2006,Bike,42,M
2011,Bike,42,M
2008,Bike,42,M
2008,Bike,42,M
2006,Bike,42,M
2006,Bike,42,M
2009,Bike,42,F
2011,Bike,42,M
2007,Bike,42,M
2006,Bike,42,M
2006,Bike,42,M
2006,Bike,42,M
2006,Bike,42,M
2006,Bike,42,M
2010,Bike,42,M
2010,Bike,42,M
2010,Bike,42,M
2006,Bike,42,M
2011,Bike,42,M
2012,Bike,42,M
2012,Bike,42,M
2013,Bike,42,M
2012,Bike,42,M
2008,Bike,42,M
2012,Bike,42,M
2012,Bike,42,M
2009,Bike,42,M
2009,Bike,42,M
2013,Bike,42,M
2013,Bike,42,M
2007,Bike,42,M
2010,Bike,42,M
2011,Bike,42,M
2011,Bike,42,M
2011,Bike,42,M
2009,Bike,42,M
2008,Bike,42,F
2010,Bike,42,M
2012,Bike,42,M
2008,Bike,42,M
2008,Bike,42,M
2010,Bike,42,F
2010,Bike,42,M
2011,Bike,42,F
2009,Bike,42,M
2011,Bike,42,M
2010,Bike,42,M
2010,Bike,42,M
2010,Bike,42,M
2010,Bike,42,M
2013,Bike,42,M
2013,Bike,42,M
2009,Bike,42,M
2012,Bike,42,M
2010,Bike,42,M
2011,Bike,42,F
2011,Bike,42,M
2008,Bike,42,M
2008,Bike,42,M
2012,Bike,42,M
2012,Bike,42,M
2011,Bike,42,M
2012,Bike,42,M
2012,Bike,42,F
2012,Bike,42,M
2006,Bike,42,M
2006,Bike,42,M
2006,Bike,42,M
2007,Bike,42,M
2006,Bike,42,M
2010,Bike,42,M
2010,Bike,42,M
2011,Bike,42,M
2010,Bike,42,M
2011,Bike,42,M
2013,Bike,42,M
2008,Bike,42,M
2008,Bike,42,M
2012,Bike,42,M
2012,Bike,42,F
2010,Bike,42,M
2009,Bike,42,F
2010,Bike,42,M
2010,Bike,42,M
2011,Bike,42,M
2012,Bike,42,M
2011,Bike,42,M
2012,Bike,42,M
2012,Bike,42,M
2006,Bike,42,M
2008,Bike,42,M
2010,Bike,42,M
2007,Bike,42,M
2013,Bike,42,M
2013,Bike,42,F
2007,Bike,42,M
2011,Bike,42,M
2006,Bike,41,M
2012,Bike,41,M
2006,Bike,41,M
2006,Bike,41,M
2012,Bike,41,F
2012,Bike,41,M
2012,Bike,41,F
2011,Bike,41,M
2010,Bike,41,M
2009,Bike,41,M
2010,Bike,41,M
2011,Bike,41,M
2010,Bike,41,M
2010,Bike,41,M
2013,Bike,41,M
2006,Bike,41,M
2010,Bike,41,M
2009,Bike,41,M
2010,Bike,41,F
2008,Bike,41,M
2012,Bike,41,M
2011,Bike,41,M
2011,Bike,41,
2012,Bike,41,F
2013,Bike,41,M
2006,Bike,41,M
2009,Bike,41,M
2013,Bike,41,M
2009,Bike,41,M
2013,Bike,41,M
2013,Bike,41,M
2011,Bike,41,M
2006,Bike,41,M
2007,Bike,41,M
2006,Bike,41,M
2009,Bike,41,M
2006,Bike,41,F
2006,Bike,41,M
2009,Bike,41,M
2012,Bike,41,M
2013,Bike,41,M
2013,Bike,41,F
2010,Bike,41,M
2012,Bike,41,M
2007,Bike,41,M
2010,Bike,41,M
2012,Bike,41,M
2013,Bike,41,M
2013,Bike,41,F
2012,Bike,41,M
2007,Bike,41,M
2006,Bike,41,M
2006,Bike,41,M
2007,Bike,41,M
2011,Bike,41,M
2011,Bike,41,M
2009,Bike,41,M
2009,Bike,41,M
2006,Bike,41,M
2009,Bike,41,M
2006,Bike,41,F
2006,Bike,41,M
2011,Bike,41,M
2009,Bike,41,M
2007,Bike,41,M
2006,Bike,41,M
2007,Bike,41,M
2009,Bike,41,M
2009,Bike,41,M
2007,Bike,41,M
2008,Bike,41,M
